transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
346,48,476,7/19/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
18940,50,476,10/3/2017,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668
6560,8,476,12/21/2017,0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649
3716,17,477,4/9/2017,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,38693
13186,74,477,4/25/2017,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41245
3219,19,477,8/3/2017,1,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,34079
4893,35,477,9/2/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,36145
19305,98,477,11/25/2017,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,38647
10056,84,478,1/6/2017,1,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,42218
2837,61,478,1/10/2017,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,33879
7814,43,478,1/29/2017,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,38991
10633,63,478,1/29/2017,0,Approved,Solex,Standard,medium,medium,1483.2,99.59,41047
16645,96,478,2/22/2017,1,Approved,WeareA2B,Road,low,small,1172.78,1043.77,34556
7881,81,478,3/16/2017,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,42226
16129,4,478,7/6/2017,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,33549
4683,47,478,7/19/2017,0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37823
2844,11,478,12/27/2017,1,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298
2237,67,479,2/19/2017,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,33879
7190,77,479,5/17/2017,1,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38339
17066,38,479,5/27/2017,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,38750
5535,96,479,5/31/2017,1,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
495,21,479,8/9/2017,1,Approved,Solex,Standard,medium,large,1071.23,380.74,33455
3143,19,479,8/10/2017,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,36334
12775,69,479,8/30/2017,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42105
479,69,479,9/8/2017,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42105
9283,38,479,10/15/2017,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,40672
4971,1,480,4/27/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
1728,20,480,12/13/2017,0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,36334
6781,37,481,10/29/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
18057,90,481,12/16/2017,1,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
1021,52,482,1/26/2017,0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
3430,98,482,2/11/2017,1,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002
885,36,482,2/23/2017,1,Approved,Solex,Standard,low,medium,945.04,507.58,35052
5278,45,482,3/23/2017,1,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
639,21,482,4/17/2017,0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
1339,89,482,5/23/2017,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079
7373,83,482,6/4/2017,0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
5840,81,482,8/3/2017,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
2110,60,482,8/8/2017,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779
4847,48,482,10/16/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
9745,63,483,1/15/2017,0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
12591,18,483,3/20/2017,0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345
5712,47,483,3/26/2017,0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991
4279,20,483,6/18/2017,0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
17100,67,483,11/5/2017,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
9520,8,483,11/17/2017,0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649
7866,95,483,11/20/2017,1,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
7608,66,484,1/15/2017,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
5747,64,484,7/25/2017,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047
14927,77,484,10/27/2017,1,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
4353,41,484,11/2/2017,1,Cancelled,Solex,Road,medium,medium,416.98,312.74,35560
9762,60,484,12/11/2017,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779
10012,23,485,4/2/2017,1,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145
4580,97,485,7/29/2017,0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549
6970,34,485,8/8/2017,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
4004,0,485,8/19/2017,1,Approved,Solex,Road,medium,medium,416.98,312.74,35560
648,84,485,10/16/2017,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
333,58,485,12/16/2017,1,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
1389,94,486,2/15/2017,1,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,34556
6360,78,486,3/10/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,37873
12686,73,486,5/24/2017,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,38859
7818,93,486,8/23/2017,1,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833
9178,58,486,9/30/2017,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,34143
12356,41,487,1/13/2017,1,Approved,Solex,Road,medium,medium,416.98,312.74,35560
9856,40,487,8/13/2017,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
16898,67,488,2/16/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
43,76,488,3/17/2017,0,Cancelled,WeareA2B,Standard,low,medium,642.31,513.85,41922
15158,5,488,3/28/2017,1,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,41701
17295,49,488,8/6/2017,0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35707
4791,5,488,10/9/2017,1,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,39298
19182,81,488,11/3/2017,0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
9488,1,488,12/3/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245
18066,1,489,1/4/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
2679,24,489,2/6/2017,1,Approved,Solex,Road,medium,large,1777.8,820.78,37337
6598,1,489,3/25/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
3190,84,489,7/14/2017,0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339
6103,18,489,8/28/2017,0,Approved,Solex,Standard,medium,medium,575.27,431.45,42404
13220,82,490,2/26/2017,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
4921,96,490,3/8/2017,0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
14739,71,490,5/2/2017,1,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
2738,75,490,6/14/2017,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
4866,91,490,7/1/2017,0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
5931,53,490,7/25/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
19065,41,490,8/7/2017,1,Approved,Solex,Road,medium,medium,416.98,312.74,35560
14183,96,490,10/17/2017,0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
13629,89,490,11/7/2017,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079
16341,48,491,3/14/2017,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,39915
17751,66,491,3/30/2017,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,33879
10041,34,491,4/16/2017,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,39526
17202,34,491,9/6/2017,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,38750
8050,41,491,10/2/2017,0,Approved,Solex,Road,medium,medium,416.98,312.74,35560
5256,66,491,10/6/2017,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,42105
17220,12,491,10/23/2017,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,42560
18526,1,492,1/19/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
12619,70,492,2/5/2017,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
4190,1,492,10/1/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
417,73,492,10/2/2017,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499
9754,50,493,5/31/2017,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37220
7060,2,493,6/6/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
11386,72,493,10/16/2017,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38193
11646,59,494,3/2/2017,0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170
3474,86,494,4/4/2017,1,Cancelled,OHM Cycles,Standard,medium,medium,235.63,125.07,38206
16798,99,494,8/19/2017,0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556
8877,19,495,1/3/2017,1,Approved,OHM Cycles,Road,high,large,12.01,7.21,40303
2084,46,495,2/9/2017,1,Approved,Solex,Standard,low,medium,1289.85,74.51,41009
13287,63,495,2/18/2017,0,Approved,Solex,Standard,medium,medium,1483.2,99.59,42105
1310,59,495,6/26/2017,1,Approved,Solex,Standard,medium,large,1061.56,733.58,40487
1006,24,495,7/29/2017,0,Approved,Solex,Road,medium,large,1777.8,820.78,42696
10146,70,495,8/24/2017,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42710
5834,47,496,1/19/2017,0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37823
1980,53,496,4/20/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35707
5263,2,496,6/26/2017,1,Approved,Solex,Standard,medium,medium,71.49,53.62,41167
16092,17,496,11/15/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,39880
19456,45,497,2/19/2017,0,Approved,Solex,Standard,medium,medium,441.49,84.99,41064
3387,23,497,8/4/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,33455
17231,56,497,8/24/2017,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,40779
11653,40,497,11/1/2017,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,39526
6355,1,498,1/18/2017,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,42226
15869,4,498,2/16/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,33879
15849,21,498,8/19/2017,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345
8317,64,498,8/23/2017,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40487
6663,34,498,11/7/2017,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,42560
9094,61,498,11/9/2017,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,38206
14538,9,498,12/23/2017,0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33888
16717,29,499,1/6/2017,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696
989,64,499,1/8/2017,1,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047
16925,32,499,1/16/2017,0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
12972,13,499,1/22/2017,0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560
15440,33,499,4/14/2017,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
10019,84,499,5/17/2017,0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339
6803,75,499,7/1/2017,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
5245,32,499,7/25/2017,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
8179,2,499,8/9/2017,1,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
11253,97,499,8/25/2017,1,Approved,Solex,Standard,medium,large,202.62,151.96,42458
13002,30,499,11/5/2017,1,Approved,Solex,Standard,high,medium,748.17,448.9,33552
1663,14,500,1/20/2017,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,33364
18696,32,500,2/14/2017,0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,35560
6603,79,500,2/25/2017,1,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,39880
5841,78,500,5/30/2017,1,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,34556
502,77,500,6/13/2017,1,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,41434
19019,15,500,10/16/2017,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,42404
10901,64,500,11/15/2017,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,37873
4095,90,500,12/6/2017,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36334
1864,0,501,4/24/2017,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
2802,0,501,5/31/2017,1,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
973,82,501,7/1/2017,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404
5835,91,501,8/24/2017,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922
15783,85,502,1/28/2017,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218
3004,69,502,3/6/2017,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
8777,12,502,3/6/2017,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
12836,53,502,7/17/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
13408,52,502,8/21/2017,1,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
7730,0,503,5/30/2017,1,Approved,OHM Cycles,Standard,medium,medium,1349.47,556.0469512,38199.77655
1248,74,503,7/14/2017,1,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,38859
18965,19,503,8/31/2017,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,40670
18412,1,503,10/8/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167
14820,2,504,2/9/2017,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,38647
1056,81,504,3/25/2017,1,Approved,Solex,Standard,medium,medium,1151.96,649.49,38991
11319,84,504,4/17/2017,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
7477,29,504,4/24/2017,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,37874
7472,56,504,5/19/2017,0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,42696
11835,99,504,5/22/2017,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,35470
5425,29,504,7/8/2017,1,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,34556
8158,0,504,8/16/2017,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,40487
14695,17,505,4/17/2017,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079
466,13,505,6/24/2017,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,35560
9334,0,505,8/30/2017,1,Approved,Solex,Standard,medium,medium,441.49,84.99,39427
8821,74,505,11/17/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
5740,7,505,12/16/2017,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698
19507,24,506,2/13/2017,1,Approved,Solex,Road,medium,large,1777.8,820.78,40670
19367,26,506,3/22/2017,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
5332,34,506,3/23/2017,1,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698
490,11,506,4/12/2017,1,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298
2610,83,506,5/7/2017,0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
15747,31,506,8/4/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031
5408,36,506,8/14/2017,0,Approved,Solex,Standard,low,medium,945.04,507.58,35052
336,55,506,10/5/2017,1,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
3644,20,506,10/13/2017,0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
18455,40,506,11/4/2017,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
17566,63,507,2/4/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
9229,85,507,2/10/2017,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218
2834,11,507,3/30/2017,0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298
13025,0,507,7/22/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1578.52,556.0469512,38199.77655
19163,14,507,7/28/2017,1,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838
7854,26,507,9/1/2017,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
4843,86,507,10/14/2017,0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206
10474,45,507,11/24/2017,1,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
933,79,508,1/17/2017,1,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,41345
9937,15,508,2/13/2017,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,34115
3944,17,508,4/17/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,34996
7727,48,508,6/4/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,38573
10478,49,508,7/5/2017,0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,34143
8906,39,508,7/28/2017,0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,36498
13060,46,509,1/10/2017,1,Approved,Solex,Standard,low,medium,1289.85,74.51,41064
7883,56,509,2/25/2017,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,40779
18255,72,509,5/23/2017,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,35455
8418,55,509,7/27/2017,1,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
14600,37,509,9/26/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40618
2968,70,509,10/2/2017,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38193
13929,24,510,1/8/2017,0,Approved,Solex,Road,medium,large,1777.8,820.78,40670
13254,79,510,11/1/2017,1,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
11289,70,511,5/4/2017,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
6149,95,511,5/23/2017,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455
10312,92,511,11/16/2017,1,Cancelled,WeareA2B,Touring,medium,large,1890.39,260.14,33259
13441,0,511,11/19/2017,0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206
5988,0,511,12/19/2017,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
17258,49,512,1/2/2017,0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
12756,16,512,1/26/2017,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
4864,25,512,2/5/2017,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404
15705,27,512,9/26/2017,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
825,30,513,1/3/2017,1,Approved,Solex,Standard,high,medium,748.17,448.9,33552
18192,59,513,1/4/2017,1,Approved,Solex,Standard,medium,large,1061.56,733.58,34170
1826,93,513,1/21/2017,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833
12426,46,513,4/22/2017,0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427
8261,37,513,12/16/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
5936,74,514,4/11/2017,1,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,33429
9945,7,514,4/28/2017,0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258
3629,42,514,7/30/2017,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,41848
8826,47,514,8/10/2017,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,35470
3542,16,514,8/29/2017,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,40670
5281,34,515,1/10/2017,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
5143,11,515,3/19/2017,1,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
6812,0,515,4/24/2017,0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
16357,67,515,6/12/2017,1,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
11262,38,515,7/19/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
2096,34,515,8/9/2017,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
24,82,515,10/18/2017,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404
14006,14,515,12/3/2017,1,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
7667,72,515,12/16/2017,0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
2141,79,516,1/5/2017,1,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
12793,64,516,1/7/2017,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047
7654,67,516,1/19/2017,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
7822,19,516,3/8/2017,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880
12823,95,516,6/8/2017,0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
11594,66,516,7/10/2017,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
12301,37,516,8/15/2017,0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
19664,29,516,10/16/2017,0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696
3276,82,516,11/1/2017,1,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
8638,53,516,12/11/2017,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
16278,34,517,4/8/2017,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,40336
16237,69,517,4/19/2017,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42105
6449,67,517,5/14/2017,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,40410
12964,63,517,7/9/2017,0,Approved,Solex,Standard,medium,medium,1483.2,99.59,34996
11550,36,517,7/10/2017,0,Approved,Solex,Standard,low,medium,945.04,507.58,40618
9697,29,517,12/20/2017,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,39031
17986,2,518,2/4/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,38258
6880,79,518,3/18/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38206
19329,16,518,4/13/2017,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,35160
7013,41,519,3/1/2017,1,Approved,Solex,Road,medium,medium,416.98,312.74,34071
4386,39,519,4/7/2017,0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336
12429,48,519,9/16/2017,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,37823
16317,62,519,11/5/2017,0,Approved,Solex,Standard,medium,medium,478.16,298.72,33879
10227,29,520,1/14/2017,0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,33552
13304,6,520,11/7/2017,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38216
15319,2,520,12/5/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,40784
1368,5,520,12/6/2017,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
213,82,520,12/14/2017,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
4935,19,521,5/26/2017,1,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
724,53,521,7/29/2017,1,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298
8855,79,522,2/24/2017,1,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38206
4045,66,522,3/18/2017,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,33879
19666,88,522,4/20/2017,1,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,37874
14412,50,522,11/19/2017,1,Approved,WeareA2B,Standard,medium,small,175.89,131.92,35707
3518,58,523,1/1/2017,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42145
1646,16,523,4/16/2017,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,35378
17583,7,523,5/1/2017,0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,41701
9264,13,523,5/15/2017,0,Approved,Solex,Standard,medium,medium,1163.89,589.27,38693
16208,1,523,7/10/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38258
6668,90,523,12/12/2017,1,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37539
478,98,524,1/18/2017,1,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002
637,96,524,2/14/2017,0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
16209,54,524,4/16/2017,1,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
2735,95,524,5/16/2017,1,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
8277,9,524,5/24/2017,1,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549
2246,47,524,5/31/2017,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991
19898,67,524,8/14/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
14052,8,525,3/21/2017,0,Approved,Solex,Road,medium,small,1703.52,1516.13,39298
8490,51,525,5/21/2017,1,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,35707
15141,29,525,6/29/2017,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,35052
4742,40,525,7/7/2017,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,34071
4520,60,525,7/13/2017,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42145
6463,79,525,7/16/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
8134,2,525,8/11/2017,1,Approved,Solex,Standard,medium,medium,71.49,53.62,41167
5669,35,525,9/2/2017,0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,40618
18375,43,526,4/27/2017,1,Approved,Solex,Standard,medium,medium,1151.96,649.49,41064
18748,34,526,7/8/2017,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,38750
9095,30,526,7/29/2017,1,Approved,Solex,Standard,high,medium,748.17,448.9,37337
18774,81,527,6/11/2017,0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,42218
10964,57,527,11/17/2017,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,42172
